player,season,nation,pos,age,Matches Played,Avg Mins per Match,Rating,Goals,Assists,Expected Goals,Progressive Passes,Tackles Won,Interceptions,Saves
José Luis Palomino,2022,Argentina,DF,32,15,759.0,6.789999999999999,1,0,0.5,29,14,28,0
José Luis Palomino,2023,Argentina,DF,33,4,27.0,6.641244816622482,0,0,0.0,2,1,1,0
José Manuel Jurado,2017,Spain,MF,31,29,1501.0,6.796478733662524,0,3,1.1,64,14,16,0
José Martínez,2019,Spain,DF,26,20,1191.0,6.722409399733032,0,1,0.1,33,16,18,0
José María Giménez,2017,Uruguay,DF,22,23,1690.0,7.06,1,1,1.2,28,27,30,0
José María Giménez,2018,Uruguay,DF,23,21,1772.0,7.13,0,0,1.2,29,15,44,0
José María Giménez,2019,Uruguay,DF,24,21,1755.0,6.99,0,0,0.9,39,16,23,0
José María Giménez,2020,Uruguay,DF,25,21,1765.0,7.01,0,0,1.1,59,7,21,0
José María Giménez,2021,Uruguay,DF,26,24,2042.0,7.04,1,1,1.7,44,12,25,0
José María Giménez,2022,Uruguay,DF,27,28,2423.0,7.17,2,1,2.0,63,25,24,0
José María Giménez,2023,Uruguay,DF,28,22,1326.0,6.83,0,0,0.4,26,10,10,0
José Mauri,2018,Italy,MF,22,5,208.0,6.656678694181573,0,0,0.1,11,4,5,0
José Sá,2021,Portugal,GK,28,37,3285.0,7.089999999999999,0,1,0.0,2,1,2,121
José Sá,2022,Portugal,GK,29,36,3240.0,6.81,0,0,0.0,0,0,0,105
José Sá,2023,Portugal,GK,30,35,3037.0,7.119999999999999,0,1,0.0,1,0,0,131
José Ángel,2017,Spain,DF,27,30,2426.0,7.130000000000001,0,8,0.5,128,44,38,0
José Ángel,2018,Spain,DF,28,35,3028.0,7.080000000000001,1,1,0.7,195,46,41,0
José Ángel,2019,Spain,DF,29,28,2360.0,6.99,1,1,0.8,154,31,33,0
José Ángel,2020,Spain,DF,30,14,901.0,6.760000000000001,0,0,0.0,55,8,13,0
José Ángel,2021,Spain,DF,31,23,1083.0,6.7,1,1,0.2,98,13,10,0
Jota,2019,Spain,FW,28,10,335.0,6.6810114848685185,0,1,0.3,14,1,3,0
Jota,2020,Portugal,MF,21,40,1033.0,6.660000000000001,1,2,2.3,69,17,15,0
Jovan Milošević,2023,Serbia,FW,18,5,28.0,6.639034790327134,0,0,0.0,1,0,0,0
João Cancelo,2017,Portugal,DF,23,27,970.5,7.030000000000001,1,2,0.7,135,30,37,0
João Cancelo,2018,Portugal,DF,24,25,1968.0,7.12,1,3,1.7,143,28,15,0
João Cancelo,2019,Portugal,DF,25,17,1208.0,7.21,0,0,0.6,105,24,21,0
João Cancelo,2020,Portugal,DF,26,28,2299.0,7.13,2,3,1.6,200,41,41,0
João Cancelo,2021,Portugal,DF,27,36,3227.0,7.33,1,7,4.0,357,54,59,0
João Cancelo,2022,Portugal,DF,28,64,1143.0,6.94,6,10,3.0,334,70,68,0
João Cancelo,2023,Portugal,DF,29,32,2503.0,7.25,2,4,1.6,141,44,29,0
João Costa,2023,Brazil,MF,18,3,14.0,6.639034790327134,0,0,0.0,1,0,0,0
João Ferreira,2023,Portugal,DF,22,35,1822.0,6.72,0,1,0.1,61,42,29,0
João Félix,2019,Portugal,FW,19,27,1745.0,6.81,6,1,7.6,51,3,10,0
João Félix,2020,Portugal,FW,20,31,1572.0,6.97,7,5,5.5,73,4,5,0
João Félix,2021,Portugal,FW,21,24,1263.0,7.15,8,4,5.7,49,2,7,0
João Félix,2022,Portugal,FW,22,60,795.5,6.8500000000000005,16,6,15.0,148,28,8,0
João Félix,2023,Portugal,FW,23,30,1540.0,7.04,7,3,8.7,68,16,10,0
João Gomes,2022,Brazil,MF,21,11,653.0,6.68473895924608,1,0,0.3,19,13,4,0
João Gomes,2023,Brazil,MF,22,34,2649.0,6.88,2,1,1.7,101,74,18,0
João Moutinho,2017,Portugal,MF,30,33,2803.0,7.169999999999999,1,6,1.1,310,41,36,0
João Moutinho,2018,Portugal,MF,31,38,3032.0,7.11,1,8,0.7,220,58,40,0
João Moutinho,2019,Portugal,MF,32,38,3108.0,7.21,1,6,0.9,216,50,50,0
João Moutinho,2020,Portugal,MF,33,33,2528.0,6.99,1,1,0.6,169,40,47,0
João Moutinho,2021,Portugal,MF,34,35,2970.0,6.96,2,1,1.3,196,39,34,0
João Moutinho,2022,Portugal,MF,35,35,919.0,6.9,0,2,1.3,133,31,18,0
João Mário,2017,Portugal,MF,24,54,788.0,6.965,4,4,6.0,172,30,24,0
João Mário,2018,Portugal,MF,25,20,1082.0,6.86,1,2,1.0,77,16,6,0
João Palhinha,2022,Portugal,MF,27,35,3108.0,7.0,3,0,2.9,101,83,46,0
João Palhinha,2023,Portugal,MF,28,33,2699.0,7.140000000000001,4,1,3.3,97,75,46,0
João Victor,2022,Brazil,DF,24,13,842.0,6.6,0,1,0.1,40,11,15,0
Joël Veltman,2020,Netherlands,DF,28,28,2281.0,6.96,1,1,1.1,136,33,33,0
Joël Veltman,2021,Netherlands,DF,29,34,2874.0,6.919999999999999,1,1,0.7,124,48,45,0
Joël Veltman,2022,Netherlands,DF,30,31,2188.0,6.81,1,1,1.8,153,32,19,0
Joël Veltman,2023,Netherlands,DF,31,27,1588.0,6.81,1,1,0.4,85,41,18,0
Joško Gvardiol,2021,Croatia,DF,19,29,2409.0,7.099999999999999,2,2,2.5,157,31,51,0
Joško Gvardiol,2022,Croatia,DF,20,30,2170.0,6.94,1,0,1.8,116,17,34,0
Joško Gvardiol,2023,Croatia,DF,21,28,2328.0,7.4,4,1,3.1,136,33,27,0
Juan Aguilera,2018,Spain,MF,32,6,344.0,6.6651388313979885,0,0,0.5,21,2,4,0
Juan Bernat,2017,Spain,DF,24,11,888.0,6.736453015793779,0,2,0.3,42,19,10,0
Juan Bernat,2018,Spain,DF,25,25,1836.0,6.78,1,2,0.8,73,32,20,0
Juan Bernat,2019,Spain,DF,26,18,1388.0,6.86,0,4,0.4,63,27,10,0
Juan Bernat,2021,Spain,DF,28,15,958.0,6.82,0,0,0.1,30,14,8,0
Juan Bernat,2022,Spain,DF,29,28,1648.0,6.76,1,4,0.9,38,16,9,0
Juan Brunetta,2020,Argentina,FW,23,12,475.0,6.7313641121699135,1,2,0.9,20,2,1,0
Juan Carlos,2020,Spain,MF,29,15,291.0,6.37,0,1,0.6,16,3,1,0
Juan Carlos,2022,Spain,GK,34,10,900.0,6.71049891460597,0,0,0.0,0,0,1,25
Juan Cruz,2022,Spain,FW,22,6,178.0,6.690000000000001,1,0,0.5,1,0,0,0
Juan Cruz,2023,Argentina,FW,24,9,92.5,6.62,0,0,0.1,7,2,1,0
Juan Cuadrado,2017,Colombia,FW,29,21,1353.0,7.3,4,4,3.9,60,19,19,0
Juan Cuadrado,2018,Colombia,MF,30,18,1220.0,7.02,1,2,1.6,86,15,18,0
Juan Cuadrado,2019,Colombia,DF,31,33,2654.0,7.17,2,5,1.2,174,43,35,0
Juan Cuadrado,2020,Colombia,DF,32,30,2175.0,7.2,2,10,2.3,132,25,43,0
Juan Cuadrado,2021,Colombia,DF,33,33,2487.0,7.3500000000000005,4,3,1.7,169,23,29,0
Juan Cuadrado,2022,Colombia,DF,34,31,2078.0,7.07,1,3,1.4,92,34,24,0
Juan Cuadrado,2023,Colombia,DF,35,10,267.0,6.695652597488225,0,2,0.2,11,3,1,0
Juan Hernández,2019,Spain,FW,24,5,87.0,6.642367874009117,0,0,0.0,2,0,1,0
Juan Herzog,2023,Spain,DF,20,4,292.0,6.694268448773381,2,0,0.7,3,5,2,0
Juan Ignacio Ramírez,2021,Uruguay,FW,24,5,126.0,6.637911732940499,0,0,0.0,1,1,0,0
Juan Larios,2022,Spain,DF,18,5,152.0,6.642295697053274,0,0,0.0,4,6,3,0
Juan Manuel Ramos,2020,Uruguay,DF,23,6,294.0,6.656666072214771,0,0,0.0,11,0,2,0
Juan Manuel Valencia,2018,Colombia,FW,20,1,28.0,6.639626595378199,0,0,0.0,0,0,1,0
Juan Miranda,2019,Spain,DF,19,11,781.0,6.698130472527233,0,0,0.1,39,10,10,0
Juan Miranda,2020,Spain,DF,20,22,1652.0,6.75,1,2,0.7,68,11,29,0
Juan Miranda,2021,Spain,DF,21,13,783.0,6.970000000000001,0,2,0.2,33,11,15,0
Juan Miranda,2022,Spain,DF,22,21,1472.0,6.97,3,2,2.4,73,16,20,0
Juan Miranda,2023,Spain,DF,23,25,1858.0,7.03,1,1,1.6,103,24,19,0
Juan Musso,2018,Argentina,GK,24,29,2610.0,6.980000000000001,0,0,0.0,0,0,0,105
Juan Musso,2019,Argentina,GK,25,38,3420.0,7.16,0,0,0.0,0,0,1,141
Juan Musso,2020,Argentina,GK,26,35,3147.0,6.71,0,0,0.0,0,1,1,98
Juan Musso,2021,Argentina,GK,27,33,2932.0,6.76,0,0,0.0,0,1,0,80
Juan Musso,2022,Argentina,GK,28,24,2077.0,6.88,0,0,0.0,0,1,0,64
Juan Musso,2023,Argentina,GK,29,11,990.0,6.702866684701225,0,0,0.0,0,0,0,23
Juan Perea,2022,Colombia,FW,22,16,418.0,6.675264591742404,1,0,0.2,8,4,1,0
Juan Sánchez Miño,2020,Argentina,DF,30,9,495.0,6.652234395383727,0,0,0.0,9,5,4,0
Juan Villar,2019,Spain,FW,31,10,240.0,6.665932005426645,1,0,1.2,8,0,1,0
Juanfran,2017,Spain,DF,28,104,2182.0,6.845,0,4,2.8000000000000003,402,136,178,0
Juanfran,2018,Spain,DF,29,90,1534.0,6.859999999999999,2,6,0.8,226,68,76,0
Juanjo Camacho,2018,Spain,MF,37,3,37.0,6.637899890669728,0,0,0.1,2,1,0,0
Juankar,2017,Spain,DF,27,10,784.0,6.699719076497521,0,0,0.0,32,17,19,0
Juanlu Sánchez,2023,Spain,DF,19,26,1181.0,6.89,0,2,0.9,50,35,12,0
Juanmi,2017,Spain,FW,24,30,1489.0,6.75,8,2,5.2,15,13,10,0
Juanmi,2018,Spain,FW,25,30,1523.0,6.74,5,2,6.6,21,12,16,0
Juanmi,2019,Spain,FW,26,8,264.0,6.650475223022043,1,0,1.5,2,1,0,0
Juanmi,2020,Spain,FW,27,16,604.0,6.53,2,0,2.4,6,9,2,0
Juanmi,2021,Spain,FW,28,33,2131.0,7.02,16,4,11.1,38,25,9,0
Juanmi,2022,Spain,FW,29,22,925.0,6.59,4,0,3.7,15,10,4,0
Juanmi,2023,Spain,FW,30,16,873.0,6.76,3,1,2.5,12,4,6,0
Juanmi Latasa,2022,Spain,FW,21,18,448.0,6.76,1,0,1.1,19,4,1,0
Juanmi Latasa,2023,Spain,FW,22,32,1555.0,6.79,2,0,3.6,16,7,4,0
Juanpe,2017,Spain,DF,26,35,3065.0,6.84,5,1,2.1,103,30,53,0
Juanpe,2018,Spain,DF,27,33,2767.0,6.8,0,0,1.7,91,25,57,0
Juanpe,2022,Spain,DF,31,19,1426.0,6.6000000000000005,1,0,0.5,38,11,10,0
Juanpe,2023,Spain,DF,32,17,746.0,6.7299999999999995,0,0,0.2,14,8,7,0
Jubal,2022,Brazil,DF,28,37,3217.0,6.92,3,1,3.1,73,26,53,0
Jude Bellingham,2020,England,MF,17,29,1697.0,6.86,1,3,2.5,93,31,24,0
Jude Bellingham,2021,England,MF,18,32,2790.0,6.960000000000001,3,8,4.8,144,34,42,0
Jude Bellingham,2022,England,MF,19,31,2691.0,7.4,8,4,8.2,252,42,35,0
Jude Bellingham,2023,England,MF,20,28,2315.0,8.05,19,6,11.1,196,34,21,0
Julen Lobete,2021,Spain,FW,20,13,284.0,6.71,2,0,1.0,4,3,1,0
Jules Iloki,2017,France,MF,25,26,1421.0,6.67,0,0,1.7,45,9,12,0
Jules Keita,2018,Guinea,FW,20,17,456.0,6.620000000000001,2,1,2.1,17,4,2,0
Jules Koundé,2017,France,DF,18,18,1589.0,6.99,2,0,1.3,63,19,14,0
Jules Koundé,2018,France,DF,19,37,3330.0,6.79,0,1,1.0,149,31,50,0
Jules Koundé,2019,France,DF,20,29,2309.0,6.97,1,1,2.2,82,12,23,0
Jules Koundé,2020,France,DF,21,34,2975.0,7.08,2,1,2.0,167,15,40,0
Jules Koundé,2021,France,DF,22,32,2736.0,7.140000000000001,2,1,1.1,168,17,21,0
Jules Koundé,2022,France,DF,23,29,2426.0,7.1,1,3,1.1,185,23,19,0
Jules Koundé,2023,France,DF,24,35,2899.0,7.15,1,2,2.0,245,23,25,0
Julian Araujo,2023,Mexico,DF,21,25,1462.0,6.75626134497083,1,0,0.7,74,22,10,0
Julian Baumgartlinger,2017,Austria,MF,29,22,1393.0,6.99,1,0,1.2,72,37,18,0
Julian Baumgartlinger,2018,Austria,MF,30,21,1559.0,6.94,0,1,0.6,111,30,26,0
Julian Baumgartlinger,2019,Austria,MF,31,27,1791.0,6.84,2,2,2.0,77,21,20,0
Julian Baumgartlinger,2020,Austria,MF,32,17,1072.0,7.04,2,0,1.0,51,20,12,0
Julian Baumgartlinger,2021,Austria,MF,33,6,88.0,6.644577900304465,0,0,0.0,3,1,2,0
Julian Baumgartlinger,2022,Austria,MF,34,16,554.0,6.57,0,0,0.3,25,4,4,0
Julian Brandt,2017,Germany,FW,21,34,2326.0,7.05,9,3,5.2,112,18,16,0
Julian Brandt,2018,Germany,MF,22,33,2666.0,7.24,7,11,8.0,198,16,17,0
Julian Brandt,2019,Germany,MF,23,33,2203.0,7.11,3,7,3.6,188,33,16,0
Julian Brandt,2020,Germany,FW,24,31,1495.0,6.8,3,2,2.2,102,14,17,0
Julian Brandt,2021,Germany,MF,25,31,2078.0,7.2,9,8,4.9,126,19,24,0
Julian Brandt,2022,Germany,MF,26,32,2397.0,7.22,9,8,5.2,119,20,15,0
Julian Brandt,2023,Germany,MF,27,32,2223.0,7.21,7,11,4.4,116,14,8,0
Julian Draxler,2017,Germany,MF,23,30,1704.0,7.03,4,5,3.7,117,14,28,0
Julian Draxler,2018,Germany,MF,24,31,2046.0,7.03,3,7,4.1,193,22,15,0
Julian Draxler,2019,Germany,MF,25,11,686.0,6.808625931549715,0,4,1.1,61,10,10,0
Julian Draxler,2020,Germany,MF,26,24,1064.0,6.96,4,3,1.6,70,6,14,0
Julian Draxler,2021,Germany,FW,27,18,548.0,6.83,2,1,1.5,33,2,5,0
Julian Eitschberger,2021,Germany,DF,17,1,45.0,6.642959679060182,0,0,0.0,1,0,2,0
Julian Green,2021,United States,MF,26,24,1054.0,6.64,0,0,0.6,44,5,7,0
Julian Jeanvier,2022,Guinea,DF,30,22,1760.0,6.7,1,0,1.2,27,17,27,0
Julian Justvan,2023,Germany,FW,25,18,536.0,6.820000000000001,2,2,0.9,61,4,11,0
Julian Korb,2017,Germany,DF,25,28,2336.0,6.72,1,1,1.2,119,41,22,0
Julian Korb,2018,Germany,DF,26,12,1006.0,6.739093558219172,0,0,0.0,55,17,23,0
Julian Palmieri,2017,France,DF,30,15,1127.0,6.67,0,0,0.2,56,15,22,0
Julian Ryerson,2019,Norway,DF,21,14,368.0,6.539999999999999,0,0,0.8,7,5,5,0
Julian Ryerson,2020,Norway,DF,22,24,1069.0,6.63,0,2,0.2,32,15,11,0
Julian Ryerson,2021,Norway,DF,23,28,1429.0,6.77,2,0,1.3,50,15,16,0
Julian Ryerson,2022,Norway,DF,24,30,1223.5,6.739999999999999,1,1,1.2,87,32,20,0
Julian Ryerson,2023,Norway,DF,25,21,1767.0,6.96,4,1,1.8,64,23,10,0
Julian Schuster,2017,Germany,DF,32,18,1308.0,6.81,0,0,0.6,50,10,19,0
Julian Weigl,2017,Germany,MF,21,25,1944.0,6.89,1,0,0.2,126,49,34,0
Julian Weigl,2018,Germany,DF,22,18,1455.0,6.92,1,0,0.2,79,18,16,0
Julian Weigl,2019,Germany,MF,23,13,1019.0,6.97,1,0,0.3,64,9,8,0
Julian Weigl,2022,Germany,MF,26,23,1894.0,6.88,1,0,1.1,82,16,18,0
Julian Weigl,2023,Germany,MF,27,31,2764.0,7.03,2,3,2.4,105,40,48,0
Julien Duranville,2022,Belgium,MF,16,1,29.0,6.637911732940499,0,0,0.0,1,1,0,0
Julien Faussurier,2019,France,DF,32,22,1980.0,6.84,2,3,0.8,100,22,33,0
Julien Faussurier,2020,France,DF,33,17,955.0,6.78,0,3,0.4,56,11,9,0
Julien Faussurier,2021,France,MF,34,16,489.0,6.72,0,1,0.4,22,6,5,0
Julien Féret,2017,France,MF,35,37,3060.0,6.93,0,1,0.9,272,27,49,0
Julien Ielsch,2017,France,MF,34,11,616.0,6.673278304428941,0,0,0.2,27,18,11,0
Julien Laporte,2020,France,DF,26,30,2659.0,6.870000000000001,0,0,0.8,74,39,65,0
Julien Laporte,2021,France,DF,27,33,2891.0,6.98,2,0,1.9,82,45,54,0
Julien Laporte,2022,France,DF,28,20,1654.0,6.93,0,0,0.3,41,16,18,0
Julien Laporte,2023,France,DF,29,23,1818.0,6.68,0,0,0.8,56,14,11,0
Julien Le Cardinal,2022,France,DF,24,8,165.0,6.639767035204476,0,0,0.6,8,4,2,0
Julien Le Cardinal,2023,France,DF,25,14,265.5,6.83,0,0,0.3,28,13,13,0
Julien Ponceau,2022,France,MF,21,31,1655.0,6.6,1,4,1.8,101,19,14,0
Julien Ponceau,2023,France,MF,22,32,2244.0,6.91,3,2,3.3,154,15,19,0
Julio Enciso,2022,Paraguay,FW,18,20,806.0,6.91,4,2,4.0,31,4,4,0
Julio Enciso,2023,Paraguay,MF,19,12,475.0,6.691929824628167,0,2,1.4,21,2,0,0
Julio Gracia,2017,Spain,DF,19,2,23.0,6.640997234693658,0,0,0.0,1,0,1,0
Julián Malatini,2023,Argentina,DF,22,11,602.0,6.7036887019648566,1,0,1.0,27,13,13,0
Julián Speroni,2017,Argentina,GK,38,11,990.0,6.639626595378199,0,0,0.0,0,0,1,0
Julián Álvarez,2022,Argentina,FW,22,31,1465.0,6.9,9,0,7.0,37,16,2,0
Julián Álvarez,2023,Argentina,MF,23,36,2647.0,7.36,11,8,13.0,103,13,2,0
Juninho Bacuna,2018,Curaçao,MF,20,21,1412.0,6.609999999999999,1,0,0.7,95,29,24,0
Junior Adamu,2023,Austria,FW,22,15,105.0,6.636529251354269,0,0,0.1,1,1,0,0
Junior Dina Ebimbe,2020,France,FW,19,30,2144.0,6.61,1,1,3.4,67,25,14,0
Junior Dina Ebimbe,2021,France,MF,20,10,316.0,6.66449775423659,0,0,0.1,21,4,2,0
Junior Dina Ebimbe,2022,France,DF,21,19,1063.0,6.76,3,1,3.7,45,19,11,0
Junior Dina Ebimbe,2023,France,MF,22,31,1956.0,6.93,5,3,5.0,79,29,9,0
Junior Firpo,2017,Dominican Republic,DF,20,14,1189.0,7.03,2,2,1.3,40,17,20,0
Junior Firpo,2018,Dominican Republic,DF,21,24,1937.0,6.9,3,4,2.2,83,25,23,0
Junior Firpo,2019,Dominican Republic,DF,22,17,1014.0,6.78,1,1,0.7,57,15,17,0
Junior Firpo,2020,Dominican Republic,DF,23,7,289.0,6.699779602241443,1,1,0.7,7,1,4,0
Junior Firpo,2021,Dominican Republic,DF,24,24,1711.0,6.599999999999999,0,2,0.9,111,29,24,0
Junior Firpo,2022,Dominican Republic,DF,25,19,1368.0,6.55,1,1,0.1,54,25,24,0
Junior Hoilett,2018,Canada,MF,28,32,2141.0,6.47,3,1,3.4,39,27,32,0
Junior Messias,2020,Brazil,MF,29,36,3215.0,7.19,9,4,7.6,135,35,35,0
Junior Messias,2021,Brazil,FW,30,26,1428.0,6.9,5,2,3.5,45,18,17,0
Junior Messias,2022,Brazil,FW,31,25,1498.0,6.86,5,2,2.3,54,18,7,0
Junior Messias,2023,Brazil,MF,32,18,1053.0,6.91,1,0,1.6,29,20,5,0
Junior Mwanga,2021,France,DF,18,1,90.0,6.640900593500241,0,0,0.0,4,2,0,0
Junior Mwanga,2023,France,MF,20,22,1450.0,6.85,1,1,1.4,56,20,18,0
Junior Sambia,2017,France,MF,20,28,1543.0,6.92,1,4,1.9,76,12,20,0
Junior Sambia,2018,France,MF,21,30,926.0,6.66,0,1,2.1,38,7,5,0
Junior Sambia,2019,France,DF,22,17,587.0,6.48,1,1,0.6,23,6,8,0
Junior Sambia,2020,France,DF,23,36,2448.0,6.790000000000001,1,6,1.0,118,29,39,0
Junior Sambia,2021,France,DF,24,30,1533.0,6.629999999999999,1,0,1.6,52,13,21,0
Junior Sambia,2022,France,DF,25,22,697.0,6.700000000000001,0,1,0.6,27,5,8,0
Junior Sambia,2023,France,DF,26,18,1032.0,6.74,1,2,0.5,41,5,11,0
Junior Stanislas,2017,England,MF,27,19,1286.0,7.1499999999999995,5,2,3.9,63,8,6,0
Junior Stanislas,2018,England,MF,28,23,1031.0,6.81,2,3,3.1,58,6,2,0
Junior Stanislas,2019,England,MF,29,15,712.0,6.809999999999999,3,0,2.1,26,7,4,0
Junior Stanislas,2022,England,MF,32,4,61.0,6.643146708273511,0,0,0.0,4,0,0,0
Junya Ito,2022,Japan,FW,29,35,2916.0,6.96,6,5,5.7,141,20,8,0
Junya Ito,2023,Japan,FW,30,31,2714.0,7.280000000000001,3,7,4.5,139,15,14,0
Juraj Kucka,2018,Slovakia,MF,31,18,1535.0,6.809999999999999,4,3,2.5,59,32,17,0
Juraj Kucka,2019,Slovakia,MF,32,26,1932.0,6.87,6,3,4.8,63,22,29,0
Juraj Kucka,2020,Slovakia,MF,33,28,2334.0,6.95,7,2,7.1,77,36,28,0
Juraj Kucka,2021,Slovakia,MF,34,26,1920.0,6.76,1,1,3.2,60,39,27,0
Jurgen Ekkelenkamp,2021,Netherlands,MF,21,21,718.0,6.75009309977403,3,0,1.5,24,3,4,0
Jurriën Timber,2023,Netherlands,DF,22,2,71.0,6.646383150762077,0,0,0.0,8,2,0,0
Justin Che,2021,United States,FW,17,2,41.0,6.640985392422887,0,0,0.1,2,0,1,0
Justin Diehl,2023,Germany,FW,18,7,168.0,6.637640466470133,0,0,0.2,2,0,0,0
Justin Kluivert,2018,Netherlands,FW,19,29,1341.0,6.82,1,6,1.3,35,27,7,0
Justin Kluivert,2019,Netherlands,FW,20,22,1514.0,6.79,4,1,2.5,49,11,6,0
Justin Kluivert,2020,Netherlands,MF,21,21,416.0,6.61,3,1,3.6,13,1,5,0
Justin Kluivert,2021,Netherlands,MF,22,27,1868.0,6.87,4,5,2.8,56,9,14,0
Justin Kluivert,2022,Netherlands,FW,23,26,1447.0,6.81,6,0,6.6,33,14,7,0
Justin Kluivert,2023,Netherlands,MF,24,32,1916.0,6.7,7,1,6.2,50,14,8,0
Justin Njinmah,2023,Germany,FW,22,24,1016.0,6.9,6,2,4.9,13,1,2,0
Justin-Noël Kalumba,2022,France,DF,17,7,546.0,6.6522225531129555,0,0,0.1,10,5,4,0
Jáder Durán,2022,Colombia,FW,18,12,136.0,6.63653059271591,0,0,0.6,4,2,2,0
Jérémie Bela,2022,Angola,DF,29,19,743.0,6.64,1,1,0.6,24,4,9,0
Jérémie Bela,2023,Angola,MF,30,12,203.0,6.647482523607169,0,0,0.2,10,1,0,0
Jérémie Porsan-Clémenté,2017,Martinique,DF,19,1,89.0,6.638751119920388,0,0,0.0,1,2,1,0
Jérémy Blayac,2017,France,FW,34,25,917.0,6.87,3,1,4.7,25,3,1,0
Jérémy Cordoval,2017,gp GLP,DF,27,11,919.0,6.706129882020548,0,1,0.0,33,16,9,0
Jérémy Gélin,2017,France,DF,20,28,2315.0,6.8,0,2,0.3,139,18,37,0
Jérémy Gélin,2018,France,DF,21,22,1278.0,6.67,0,0,0.9,79,16,19,0
Jérémy Gélin,2019,France,DF,22,14,924.0,7.01,0,0,0.5,38,5,15,0
Jérémy Jacquet,2023,France,MF,18,7,129.0,6.6882452110763975,0,1,0.2,15,4,7,0
Jérémy Le Douaron,2020,France,FW,22,28,816.0,6.55,1,2,2.2,10,10,8,0
Jérémy Le Douaron,2021,France,FW,23,32,1446.0,6.71,5,3,3.7,18,5,4,0
Jérémy Le Douaron,2022,France,MF,24,32,2071.0,6.68,10,3,8.4,31,9,11,0
Jérémy Le Douaron,2023,France,FW,25,33,1618.0,6.69,4,0,6.2,21,10,2,0
Jérémy Sebas,2023,Martinique,FW,20,14,399.0,6.696762707141084,2,0,1.0,6,1,1,0
Jérémy Sorbon,2017,France,DF,33,29,2610.0,6.85,0,0,0.5,60,19,53,0
Jérémy Sorbon,2018,France,DF,34,33,2647.0,6.739999999999999,1,0,0.9,64,20,34,0
Jérémy Toulalan,2017,France,DF,33,21,1890.0,6.8,0,0,0.1,91,25,28,0
Jérôme Gondorf,2017,Germany,MF,29,21,797.0,6.48,1,1,2.3,27,9,6,0
Jérôme Gondorf,2018,Germany,MF,30,25,1296.0,6.860000000000001,2,2,1.5,54,18,19,0
Jérôme Gondorf,2019,Germany,MF,31,2,120.0,6.639137800313849,0,0,0.1,7,6,0,0
Jérôme Hergault,2020,France,DF,34,22,1625.0,6.59,2,0,0.4,55,23,22,0
Jérôme Hergault,2021,France,DF,35,8,352.0,6.664938618552249,0,0,0.1,16,1,4,0
Jérôme Onguéné,2020,Cameroon,DF,22,4,181.0,6.648689818250841,0,0,0.0,6,1,2,0
Jérôme Prior,2017,France,GK,21,2,180.0,6.637664151011675,0,0,0.0,0,0,0,0
Jérôme Roussillon,2017,France,DF,24,22,1880.0,7.08,3,3,1.7,80,27,15,0
Jérôme Roussillon,2018,France,DF,25,28,2461.0,6.910000000000001,3,4,1.7,113,29,31,0
Jérôme Roussillon,2019,France,DF,26,29,2364.0,6.68,1,1,1.0,61,29,30,0
Jérôme Roussillon,2020,France,DF,27,20,1229.0,6.75,0,2,0.8,43,12,19,0
Jérôme Roussillon,2021,France,DF,28,26,1775.0,6.67,1,0,1.0,64,9,14,0
Jérôme Roussillon,2022,France,DF,29,16,957.0,6.65,0,2,0.5,28,9,4,0
Jérôme Roussillon,2023,France,DF,30,23,752.0,6.65,0,1,0.3,38,9,5,0
Jóan Símun Edmundsson,2020,fo FRO,FW,29,5,58.0,6.666026743592812,1,0,0.4,0,0,1,0
Jørgen Strand Larsen,2022,Norway,FW,22,32,1705.0,6.73,4,4,5.6,14,7,3,0
Jørgen Strand Larsen,2023,Norway,FW,23,37,2863.0,6.92,13,3,14.5,25,11,5,0
Júlio Tavares,2017,Cape Verde,FW,28,26,2055.0,7.17,12,2,10.0,32,1,3,0
Júlio Tavares,2018,Cape Verde,FW,29,36,2805.0,6.890000000000001,5,4,9.5,40,9,13,0
Júlio Tavares,2019,Cape Verde,FW,30,23,1997.0,6.94,5,2,7.1,42,8,8,0
Júnior Tavares,2018,Brazil,DF,21,3,184.0,6.6706200472981845,0,0,0.0,22,1,2,0
Kaan Ayhan,2018,Turkey,DF,23,28,2449.0,6.990000000000001,4,1,2.3,96,29,59,0
Kaan Ayhan,2019,Turkey,DF,24,31,2731.0,6.88,2,3,2.2,161,25,45,0
Kaan Ayhan,2020,Turkey,DF,25,19,796.0,6.76,0,0,0.5,41,9,16,0
Kaan Ayhan,2021,Turkey,DF,26,23,1354.0,6.75,1,0,0.3,68,12,13,0
Kaan Ayhan,2022,Turkey,DF,27,10,545.0,6.6635437330296385,0,0,0.0,15,4,5,0
Kadeem Harris,2018,England,MF,25,13,375.0,6.62,1,0,0.5,5,5,3,0
Kader Mangane,2017,Senegal,DF,34,20,1718.0,6.94,1,1,1.9,41,24,24,0
Kai Havertz,2017,Germany,MF,18,30,2144.0,7.01,3,8,3.6,149,23,19,0
Kai Havertz,2018,Germany,MF,19,34,2894.0,7.18,17,3,12.1,207,17,16,0
Kai Havertz,2019,Germany,MF,20,30,2454.0,7.02,12,6,9.1,139,15,2,0
Kai Havertz,2020,Germany,MF,21,27,1520.0,6.72,4,3,5.5,74,9,4,0
Kai Havertz,2021,Germany,FW,22,29,1809.0,6.83,8,3,8.7,62,8,4,0
